country,full_name,club,position,matches,goals
Россия,David Thompson,Зенит,нападающий,123,33
Германия,Jennifer Wilson PhD,Бавария,полузащитник,38,11
Россия,Phillip Taylor,Краснодар,защитник,134,8
Франция,Sarah Morris,Лион,нападающий,83,27
Франция,Tiffany Dodson,Лион,полузащитник,7,24
Бразилия,Brittany Nicholson,Палмейрас,нападающий,32,10
Нидерланды,Mathew Owens,Аякс,нападающий,80,25
Португалия,Angela Melendez,Бенфика,полузащитник,143,9
Германия,Lucas Tucker,Боруссия Дортмунд,полузащитник,15,15
Нидерланды,Darrell Stewart,Фейеноорд,полузащитник,149,30
Аргентина,Kimberly Johnson,Ривер Плейт,полузащитник,83,18
Португалия,Anita Hall,Бенфика,нападающий,138,17
Португалия,John Ruiz,Спортинг,защитник,33,2
Россия,Cody Sharp,Краснодар,вратарь,60,0
Россия,Angela Mcgrath,Локомотив,полузащитник,72,15
Бразилия,Mr. Edward Spencer,Фламенго,нападающий,140,39
Нидерланды,Theresa Berger,Фейеноорд,защитник,61,3
Германия,Katrina Sullivan,РБ Лейпциг,полузащитник,21,22
Франция,Elizabeth Richards,ПСЖ,полузащитник,58,22
Бразилия,Kaylee Jones,Палмейрас,защитник,9,8
Нидерланды,Justin Carpenter,ПСВ,полузащитник,25,9
Италия,Amber Wilson,Интер,полузащитник,27,26
Англия,Matthew Parker,Челси,вратарь,140,-9
Нидерланды,Anne Alvarado,ПСВ,защитник,145,13
Аргентина,Michael Phillips,Ривер Плейт,полузащитник,57,26
Аргентина,Catherine Salas,Бока Хуниорс,вратарь,49,-2
Бразилия,Stephanie Jones,Фламенго,нападающий,43,33
Россия,Travis Gill,ЦСКА,нападающий,66,28
Франция,Sabrina Smith,Олимпик Марсель,вратарь,16,-19
Аргентина,Hailey Ray,Ривер Плейт,защитник,79,6
Португалия,Laura Hanna,Бенфика,защитник,32,9
Франция,Shannon Pitts,ПСЖ,защитник,128,14
Италия,Stephanie Cruz,Ювентус,защитник,9,2
Бразилия,Barbara Scott,Палмейрас,нападающий,54,30
Франция,Jacob Brooks,Лион,полузащитник,22,19
Аргентина,Matthew Ryan,Бока Хуниорс,защитник,143,8
Германия,Jeffery Parsons,Боруссия Дортмунд,защитник,113,10
Германия,Adam Henderson,РБ Лейпциг,защитник,59,2
Португалия,Julie Dawson,Бенфика,нападающий,36,12
Португалия,Andrew Rivera,Порту,нападающий,52,37
Германия,Nicholas Brown,Боруссия Дортмунд,полузащитник,128,23
Франция,Sara Mcguire,Лион,полузащитник,22,16
Франция,Tammy Shaw,Лион,защитник,20,0
Нидерланды,Felicia Barron,Фейеноорд,нападающий,95,12
Италия,Sean Daniels,Милан,полузащитник,55,21
Аргентина,Joel Shah,Бока Хуниорс,защитник,86,12
Германия,Sandra Martinez,Бавария,защитник,87,7
Франция,Matthew Baker,ПСЖ,нападающий,96,18
Россия,Shannon Serrano,Спартак,нападающий,70,49
Испания,Nicholas Moore,Барселона,полузащитник,143,5
Бразилия,David Barnes,Коринтианс,защитник,39,19
Нидерланды,Linda Williams,Фейеноорд,защитник,36,10
Португалия,Sandra David,Спортинг,полузащитник,2,30
Нидерланды,Joshua Miller,ПСВ,защитник,119,1
Англия,Mr. Zachary Jones Jr.,Челси,защитник,61,8
Португалия,Christopher Mitchell,Порту,нападающий,89,43
Испания,Rebecca Herrera,Реал Мадрид,защитник,7,8
Нидерланды,Michael Fields,Аякс,нападающий,15,12
Португалия,Robert Roman,Бенфика,защитник,125,6
Англия,Matthew Richardson,Ливерпуль,полузащитник,53,23
Франция,Darlene Turner,Олимпик Марсель,нападающий,42,11
Франция,Matthew Crawford,Лион,полузащитник,117,14
Россия,Dr. Paul Fritz MD,Локомотив,полузащитник,30,12
Аргентина,Suzanne Turner,Бока Хуниорс,нападающий,102,42
Англия,Brenda Simmons,Челси,защитник,76,18
Бразилия,Mary Todd,Палмейрас,нападающий,14,29
Франция,Jeffrey Griffith,Лион,нападающий,28,47
Бразилия,Alison Patterson,Фламенго,защитник,58,0
Германия,Grace Marquez,Боруссия Дортмунд,полузащитник,66,21
Аргентина,Micheal Martinez,Ривер Плейт,полузащитник,62,17
Аргентина,Sarah Trujillo,Бока Хуниорс,полузащитник,55,13
Россия,Colleen West,ЦСКА,нападающий,70,11
Италия,Joseph Hoffman,Интер,полузащитник,97,11
Россия,Jordan Barnett,Зенит,защитник,132,4
Италия,Pamela Day,Ювентус,полузащитник,3,12
Франция,David Hall,ПСЖ,защитник,141,6
Англия,Nicole Nichols,Ливерпуль,полузащитник,51,17
Испания,Beth Moore,Реал Мадрид,полузащитник,115,25
Англия,Rachel Davis,Манчестер Юнайтед,полузащитник,7,26
Португалия,Leah Wells,Бенфика,защитник,68,3
Россия,Angela Herrera,ЦСКА,полузащитник,119,15
Аргентина,Amber Martinez,Ривер Плейт,нападающий,74,17
Италия,Carly Walker,Интер,защитник,45,7
Италия,John Russo,Милан,нападающий,61,43
Испания,Caitlyn Frank,Атлетико Мадрид,полузащитник,101,24
Россия,Angie Johnson,Зенит,полузащитник,47,17
Бразилия,Brian Lowery,Фламенго,защитник,67,17
Аргентина,Scott Hinton,Ривер Плейт,нападающий,83,15
Германия,Daniel Cox,РБ Лейпциг,защитник,99,2
Италия,Paul Jones,Ювентус,полузащитник,31,28
Португалия,Steven Gordon,Бенфика,полузащитник,125,28
Франция,Dr. Ryan Ali,ПСЖ,нападающий,63,10
Англия,Angela Arnold,Манчестер Юнайтед,защитник,10,12
Португалия,Laura Heath,Порту,защитник,130,13
Португалия,John Mills,Спортинг,нападающий,113,33
Португалия,Javier Wang,Порту,полузащитник,55,26
Бразилия,Dwayne Alvarez,Фламенго,нападающий,101,36
Россия,Rebecca Gibson,ЦСКА,полузащитник,100,19
Бразилия,Kevin Evans,Фламенго,защитник,42,10
Аргентина,Robert Padilla,Ривер Плейт,полузащитник,31,22
Италия,Russell Lynn,Интер,защитник,100,6
Испания,David Hancock,Реал Мадрид,защитник,17,2
Бразилия,Judy Perry,Фламенго,нападающий,122,35
Италия,Christian Castillo,Интер,нападающий,39,44
Германия,Charles Williams,РБ Лейпциг,нападающий,84,36
Россия,Michael Weber,ЦСКА,защитник,147,14
Португалия,Michael Martin,Спортинг,полузащитник,13,28
Германия,Angela Warren,Боруссия Дортмунд,защитник,109,3
Франция,Troy Horton,Олимпик Марсель,полузащитник,47,25
Россия,Michael Carter,Краснодар,нападающий,121,26
Италия,David Huber,Ювентус,вратарь,137,-33
Германия,Linda Gill,Бавария,нападающий,31,33
Франция,Douglas Griffin,ПСЖ,нападающий,139,23
Германия,Andrew Taylor,РБ Лейпциг,нападающий,109,23
Россия,Timothy Martin,Краснодар,защитник,21,11
Россия,Sarah White,ЦСКА,защитник,131,3
Англия,Lindsay Brown,Ливерпуль,полузащитник,20,23
Англия,Brandy Barr MD,Челси,защитник,98,6
Италия,Michelle Bradford,Милан,защитник,62,6
Бразилия,David Franklin,Палмейрас,нападающий,138,49
Португалия,Gerald Stark,Спортинг,полузащитник,5,6
Испания,Cynthia Vega,Барселона,защитник,14,15
Италия,Makayla Lyons,Ювентус,нападающий,8,26
Франция,Shelby Park,Олимпик Марсель,полузащитник,126,14
Португалия,Jacob Davis,Порту,защитник,109,5
Франция,Amy Jenkins,ПСЖ,полузащитник,133,9
Франция,Mary Delacruz,Лион,полузащитник,141,18
Франция,Danielle Parker,Олимпик Марсель,полузащитник,104,19
Бразилия,Deanna Marquez,Фламенго,полузащитник,66,27
Португалия,Adrian Arnold,Спортинг,полузащитник,145,7
Испания,Jean Kelley,Реал Мадрид,нападающий,4,25
Россия,Gregory Mueller,Зенит,нападающий,115,10
Бразилия,Stephen Mcdowell,Коринтианс,полузащитник,124,21
Аргентина,Alexandra Cummings,Ривер Плейт,вратарь,105,-14
Испания,Susan Diaz,Реал Мадрид,защитник,145,18
Испания,Kyle Hill,Атлетико Мадрид,вратарь,3,-3
Испания,Ashley Williams,Барселона,нападающий,20,47
Англия,Kevin Chandler,Челси,полузащитник,124,18
Бразилия,Laura Diaz,Коринтианс,нападающий,88,39
Португалия,Kelly Johnson,Спортинг,нападающий,62,47
Франция,Nicole Moore,Лион,нападающий,149,38
Россия,Travis Swanson,Локомотив,защитник,117,13
Нидерланды,Eric Johnson,ПСВ,защитник,113,14
Россия,Jonathan Gonzalez,Спартак,защитник,47,3
Аргентина,Sean Butler,Бока Хуниорс,нападающий,100,24
Италия,Emily Saunders,Ювентус,полузащитник,65,29
Россия,Kayla Hardy,Зенит,нападающий,120,24
Англия,Alexander Stafford,Челси,нападающий,112,35
Италия,Adam Whitehead,Милан,нападающий,125,29
Аргентина,Susan Rios,Ривер Плейт,защитник,148,0
Испания,Tracy Smith,Атлетико Мадрид,защитник,106,18
Нидерланды,Joshua Hernandez,Фейеноорд,нападающий,10,42
Франция,Leslie Mullins,Лион,нападающий,79,40
Россия,Erin Garcia,ЦСКА,нападающий,63,48
Франция,Denise Campbell,ПСЖ,защитник,75,5
Испания,Leroy Glover,Атлетико Мадрид,полузащитник,12,19
Россия,Valerie Adams,ЦСКА,нападающий,41,37
Бразилия,David Cervantes,Коринтианс,вратарь,87,-45
Португалия,Christy Mcdaniel,Бенфика,полузащитник,81,24
Нидерланды,Katherine Williams,ПСВ,защитник,46,17
Россия,Ray Pollard,Зенит,нападающий,63,22
Бразилия,Richard Wood,Фламенго,нападающий,128,22
Португалия,Amy Lane,Спортинг,защитник,150,11
Германия,Stacie Smith,Бавария,полузащитник,42,15
Россия,Logan Santos,ЦСКА,защитник,70,1
Бразилия,Betty Holmes,Фламенго,защитник,115,7
Россия,John Carlson,Зенит,нападающий,149,40
Англия,Taylor Serrano,Манчестер Юнайтед,полузащитник,73,27
Италия,Suzanne Rodriguez,Милан,полузащитник,35,11
Англия,Grace Colon,Манчестер Юнайтед,защитник,135,17
Бразилия,Jeffrey Arellano,Палмейрас,нападающий,78,39
Россия,Pamela Carr,ЦСКА,полузащитник,89,18
Португалия,Shawna Mcdonald,Спортинг,полузащитник,8,8
Аргентина,Derrick Richardson,Ривер Плейт,полузащитник,133,16
Италия,Paul Reed,Интер,нападающий,47,43
Англия,Chad Williams,Манчестер Юнайтед,вратарь,99,-45
Аргентина,Christopher Johnson,Бока Хуниорс,защитник,63,2
Англия,Gregory Weeks,Ливерпуль,полузащитник,96,13
Италия,Chad Walters,Милан,вратарь,42,-7
Англия,Andrew Allen,Манчестер Юнайтед,защитник,18,17
Португалия,Ryan Swanson,Порту,полузащитник,47,16
Португалия,John Sexton,Бенфика,нападающий,25,18
Германия,Michael Gibson,РБ Лейпциг,нападающий,32,28
Аргентина,Natalie Carr,Бока Хуниорс,защитник,65,13
Португалия,William Johnson,Спортинг,полузащитник,56,7
Аргентина,Rebecca Morris,Бока Хуниорс,нападающий,57,13
Италия,Laura Buchanan,Ювентус,защитник,93,17
Аргентина,Edward Cooper,Бока Хуниорс,защитник,118,7
Германия,Yolanda Lewis,Бавария,полузащитник,37,30
Аргентина,John Bean,Ривер Плейт,вратарь,136,-42
Португалия,Jennifer Bowman,Бенфика,нападающий,46,35
Англия,Heather Martin,Ливерпуль,полузащитник,6,17
Нидерланды,Gregory Leach,ПСВ,защитник,148,16
Германия,Allison Ramos,Бавария,защитник,84,1
Португалия,Gregory Leach,Бенфика,защитник,24,17
Испания,Brian Fowler,Атлетико Мадрид,нападающий,49,34
Бразилия,Alyssa Acosta,Палмейрас,защитник,44,17
Испания,David Davis,Барселона,защитник,139,11
Англия,Katrina Jones,Манчестер Юнайтед,нападающий,11,30
Франция,Richard Guerra,Олимпик Марсель,вратарь,129,-39
Россия,Marcus Schneider,ЦСКА,защитник,23,15
Португалия,Kristin Johnson,Бенфика,полузащитник,118,20
Аргентина,Gina Thompson,Бока Хуниорс,вратарь,26,-4
Аргентина,Jared Hill,Ривер Плейт,защитник,5,10
Англия,Tyrone Banks,Челси,полузащитник,128,28
Испания,Lori Carter,Атлетико Мадрид,полузащитник,147,22
Франция,Mary Sanchez,Лион,нападающий,120,18
Франция,Mario Kelley,Олимпик Марсель,нападающий,3,43
Бразилия,Jeffrey Farmer,Сантос,вратарь,104,-6
Германия,Alfred Mcdonald,Бавария,вратарь,30,-41
Бразилия,Mary Murphy,Сантос,защитник,33,9
Англия,Paul Black,Манчестер Юнайтед,защитник,76,6
Испания,Brian Brown,Барселона,нападающий,35,30
Португалия,Miguel Bell,Порту,защитник,87,4
Германия,Lisa Haynes,РБ Лейпциг,нападающий,65,50
Франция,Gary Hernandez,Лион,защитник,102,3
Англия,Kaitlyn Sweeney,Манчестер Юнайтед,защитник,120,13
Италия,Edward Calderon,Милан,полузащитник,12,25
Италия,Maria Miller,Интер,защитник,83,2
Испания,David Marks,Реал Мадрид,нападающий,127,33
Испания,James Baldwin,Барселона,вратарь,106,-49
Испания,Brandy Reed,Реал Мадрид,защитник,65,15
Аргентина,Elizabeth Johnson,Ривер Плейт,защитник,80,12
Нидерланды,Angel Craig,Фейеноорд,нападающий,141,18
Бразилия,Logan Turner,Палмейрас,нападающий,19,17
Португалия,Alexander Dennis,Бенфика,полузащитник,5,28
Франция,Lori Owens,Олимпик Марсель,полузащитник,4,18
Англия,Philip Williams,Ливерпуль,полузащитник,33,22
Франция,James Phillips,ПСЖ,нападающий,17,26
Англия,William Smith DVM,Челси,защитник,118,12
Россия,William Castaneda,Зенит,нападающий,141,27
Франция,Zachary Reynolds,Лион,нападающий,107,32
Россия,Hailey Thomas,Зенит,нападающий,122,12
Бразилия,Michele Campbell,Палмейрас,полузащитник,6,25
Испания,Morgan Brown,Барселона,защитник,4,19
Англия,Christopher Wallace,Челси,полузащитник,64,23
Германия,Eric Torres,РБ Лейпциг,защитник,136,19
Аргентина,Gregory Harris,Ривер Плейт,защитник,91,12
Нидерланды,Daniel Craig,ПСВ,нападающий,66,48
Франция,David Estrada,Лион,защитник,31,0
Германия,Mary Baker,Боруссия Дортмунд,вратарь,94,-44
Испания,Carolyn Lee,Реал Мадрид,защитник,129,20
Франция,Lisa Mcguire,ПСЖ,защитник,130,15
Бразилия,Jordan Lopez,Фламенго,полузащитник,104,30
Бразилия,Joel Alvarez,Коринтианс,защитник,33,14
Италия,Troy Brown,Интер,нападающий,38,43
Бразилия,Denise Munoz,Палмейрас,полузащитник,12,24
Германия,Benjamin Delgado,Боруссия Дортмунд,защитник,38,14
Англия,Melissa Santiago,Челси,защитник,121,11
Испания,Cynthia Fisher,Барселона,нападающий,96,27
Италия,Raymond Faulkner,Милан,полузащитник,85,26
Португалия,Dawn Berg,Бенфика,нападающий,45,48
Аргентина,Kevin Villanueva,Ривер Плейт,защитник,49,8
Россия,Lindsey Rose,Локомотив,защитник,47,17
Аргентина,Deborah Carlson,Ривер Плейт,полузащитник,90,9
Аргентина,Dana Lawson,Ривер Плейт,нападающий,100,31
Бразилия,Jared Thompson,Палмейрас,защитник,75,14
Германия,Louis Kim,Боруссия Дортмунд,защитник,84,6
Англия,Tiffany Nelson,Челси,полузащитник,51,22
Бразилия,Victoria Little,Палмейрас,защитник,124,15
Нидерланды,Amanda Delacruz,ПСВ,полузащитник,32,6
Испания,Craig Melton,Барселона,вратарь,140,-25
Нидерланды,Dale Rodriguez,Фейеноорд,полузащитник,29,13
Франция,Phyllis French,Олимпик Марсель,нападающий,42,26
Нидерланды,Jonathan Howard,ПСВ,полузащитник,38,19
Германия,Gloria Arellano,Бавария,нападающий,50,10
Испания,Mary Brown,Реал Мадрид,полузащитник,75,5
Италия,Kimberly Mills PhD,Интер,защитник,97,14
Нидерланды,Vanessa Mckinney,Аякс,нападающий,93,41
Германия,Tammy Joseph,Боруссия Дортмунд,защитник,99,8
Бразилия,Cynthia Foster,Фламенго,нападающий,34,50
Франция,Stephanie Allen,ПСЖ,нападающий,117,44
Испания,Debra Carpenter,Атлетико Мадрид,нападающий,114,50
Португалия,Michele Lam,Бенфика,защитник,125,11
Англия,Mark Weiss,Ливерпуль,защитник,27,12
Франция,Abigail Page,Лион,вратарь,11,-10
Испания,Anthony Sosa,Реал Мадрид,полузащитник,122,20
Германия,Philip Herman,Бавария,полузащитник,79,13
Аргентина,Monica Salazar,Бока Хуниорс,полузащитник,147,6
Нидерланды,Mark Thomas,Аякс,полузащитник,33,11
Испания,Jeanette Castro,Атлетико Мадрид,полузащитник,139,24
Италия,Lisa Webb,Ювентус,защитник,113,11
Англия,Colin Perry,Ливерпуль,полузащитник,118,25
Португалия,Sonya Rogers,Порту,полузащитник,120,5
Бразилия,John Reyes,Фламенго,нападающий,8,26
Франция,Jonathan Wright,Олимпик Марсель,защитник,75,18
Германия,Corey Goodwin,Бавария,полузащитник,29,22
Испания,Shannon Edwards,Атлетико Мадрид,защитник,91,14
Франция,Sharon Reynolds,ПСЖ,защитник,35,1
Италия,Christian Mitchell,Милан,защитник,95,0
Бразилия,Yvonne Miller,Палмейрас,полузащитник,127,6
Аргентина,Scott Castillo,Ривер Плейт,полузащитник,92,22
Франция,Stacie Lee,Олимпик Марсель,вратарь,38,-43
Россия,Jessica Juarez,Зенит,нападающий,1,36
Россия,James Lowe,Зенит,защитник,86,2
Аргентина,Christie Porter,Ривер Плейт,полузащитник,92,27
Россия,Chad Wu,Зенит,нападающий,136,17
Россия,Joseph Ellis,ЦСКА,нападающий,37,20
Россия,Danielle Forbes,ЦСКА,защитник,136,11
Португалия,Ian Robinson,Порту,полузащитник,48,5
Франция,Ann Fleming,Олимпик Марсель,нападающий,97,45
Англия,Alexa Rogers,Манчестер Юнайтед,вратарь,4,-12
Португалия,Vicki Schultz,Спортинг,полузащитник,145,14
Испания,Michael Cook,Реал Мадрид,полузащитник,12,25
Англия,Robert Elliott,Ливерпуль,нападающий,79,46
Испания,Crystal Green,Барселона,защитник,139,6
Нидерланды,Amber Hughes,Фейеноорд,защитник,12,18
Нидерланды,Taylor Wagner,Аякс,полузащитник,78,6
Испания,Barbara Wright,Барселона,полузащитник,88,21
Германия,Nicole White,Бавария,нападающий,114,41
Нидерланды,David Rivera,Фейеноорд,полузащитник,98,30
Германия,David Hampton,Бавария,защитник,139,7
Бразилия,Bobby Lopez,Сантос,полузащитник,124,17
Бразилия,Lisa Obrien,Фламенго,нападающий,138,16
Испания,Jeffrey Rivera,Реал Мадрид,нападающий,88,44
Франция,Daniel Johns,Лион,полузащитник,27,5
Бразилия,Jennifer Daniel,Коринтианс,нападающий,26,38
Франция,David Lin,ПСЖ,полузащитник,132,29
Португалия,Daniel Munoz,Спортинг,полузащитник,30,5
Франция,Christina Jones,Олимпик Марсель,защитник,101,1
Россия,Kaitlyn Morton,Краснодар,полузащитник,96,21
Германия,Tiffany Watson,Боруссия Дортмунд,нападающий,5,35
Россия,Eric Osborn,Краснодар,нападающий,3,25
Португалия,Patricia Krause,Спортинг,полузащитник,65,13
Россия,Mrs. Jennifer Golden,Зенит,защитник,106,16
Аргентина,Mrs. Kristi Rodgers,Ривер Плейт,нападающий,55,36
Англия,Claire Hernandez,Манчестер Юнайтед,полузащитник,114,9
Англия,Robert Smith,Ливерпуль,нападающий,32,15
Германия,Zachary Brock,Бавария,вратарь,66,-2
Франция,Karen Gibson,Олимпик Марсель,полузащитник,53,14
Франция,Erin Anderson,Олимпик Марсель,нападающий,137,14
Франция,Charles Hayes,Олимпик Марсель,полузащитник,56,7
Россия,Alexander Odonnell,ЦСКА,нападающий,60,38
Германия,Gary Pearson,РБ Лейпциг,нападающий,83,11
Россия,Misty Leblanc,Зенит,полузащитник,14,22
Нидерланды,Sara Newman,Аякс,нападающий,53,18
Португалия,Donald Brown,Порту,защитник,56,7
Франция,Steven Johnson,Лион,защитник,85,7
Нидерланды,Brittany Dawson,ПСВ,защитник,16,20
Бразилия,Jamie Mitchell,Сантос,полузащитник,115,22
Португалия,Sarah Mcgrath,Спортинг,вратарь,76,-38
Португалия,Ashley Cook,Спортинг,защитник,87,17
Англия,Bruce Harris,Челси,нападающий,80,27
Россия,Ashley Petty,Краснодар,вратарь,112,-33
Португалия,Alex Brooks,Порту,защитник,45,18
Италия,Marissa Gonzales,Интер,нападающий,30,20
Англия,Karen Howard,Челси,вратарь,46,-25
Испания,Kimberly Gaines,Барселона,полузащитник,52,10
Италия,Nicole Stark,Интер,защитник,99,3
Франция,Juan Thomas,ПСЖ,защитник,7,3
Аргентина,Kelly Wright,Бока Хуниорс,защитник,105,8
Россия,Michelle Smith,Краснодар,нападающий,44,16
Аргентина,Anthony Garza,Бока Хуниорс,полузащитник,127,22
Италия,Brandon Stein,Милан,нападающий,143,26
Аргентина,Brandon Short,Бока Хуниорс,нападающий,21,50
Нидерланды,Lindsey Simon,ПСВ,нападающий,67,40
Россия,Alexander Hernandez,Краснодар,нападающий,1,11
Италия,Tara Young,Ювентус,нападающий,29,48
Испания,Carmen Morrow,Атлетико Мадрид,защитник,8,11
Испания,David Edwards,Атлетико Мадрид,нападающий,53,30
Франция,Rachael Collins,ПСЖ,нападающий,12,18
Аргентина,Robert Alvarado,Ривер Плейт,нападающий,124,33
Германия,Christina Fleming,Бавария,нападающий,77,33
Италия,Karl Garcia,Милан,защитник,141,7
Аргентина,Vincent Burns,Ривер Плейт,полузащитник,76,24
Франция,Justin Dougherty,ПСЖ,вратарь,137,-36
Англия,Heather Romero,Челси,защитник,136,20
Англия,Justin Cook,Челси,защитник,51,10
Англия,Joseph Schneider,Челси,нападающий,80,47
Франция,Lisa Jackson,Олимпик Марсель,вратарь,46,-15
Англия,Brandon Lewis,Челси,нападающий,148,36
Аргентина,Jeremy Wolfe,Ривер Плейт,защитник,8,1
Франция,Mark Johnson,Лион,защитник,17,3
Испания,John Arnold,Атлетико Мадрид,защитник,18,1
Франция,Ryan Graham,Олимпик Марсель,полузащитник,39,13
Италия,Carmen Armstrong,Ювентус,защитник,140,19
Италия,Randy Castro,Интер,нападающий,132,44
Германия,Frank Scott,РБ Лейпциг,полузащитник,49,23
Испания,Gary Moody,Реал Мадрид,защитник,124,20
Англия,Kenneth Phillips,Манчестер Юнайтед,защитник,14,10
Россия,Grant Baker,Локомотив,нападающий,42,39
Испания,Tara Franklin,Реал Мадрид,полузащитник,61,29
Франция,Kathleen Ellis,ПСЖ,вратарь,104,-36
Англия,Michael Jones,Челси,полузащитник,54,16
Англия,Darrell Horne,Челси,защитник,107,10
Нидерланды,Ronald Hughes,ПСВ,полузащитник,100,21
Бразилия,Steven Bates,Сантос,защитник,67,10
Германия,Margaret Miller,Боруссия Дортмунд,защитник,80,15
Германия,James Brewer,Боруссия Дортмунд,полузащитник,91,26
Италия,Clifford Miller,Ювентус,защитник,47,19
Франция,Mike Clarke,Лион,защитник,4,12
Аргентина,Gregory Shea,Бока Хуниорс,полузащитник,58,23
Германия,Charles Newman,Боруссия Дортмунд,вратарь,36,-26
Италия,Robert Carson,Милан,нападающий,12,37
Бразилия,Kimberly Kim,Фламенго,защитник,10,9
Италия,Jennifer Davis,Интер,нападающий,19,18
Бразилия,Kathy Chandler,Сантос,полузащитник,55,5
Англия,Christopher Thomas,Челси,нападающий,2,39
Португалия,Aaron Pena,Спортинг,защитник,55,9
Бразилия,Jenny Davis,Сантос,защитник,75,20
Италия,Jennifer Cook,Ювентус,защитник,111,18
Испания,Susan Hayes,Барселона,вратарь,98,-36
Англия,Mrs. Brittany Taylor MD,Челси,защитник,116,17
Аргентина,Christopher Cox,Бока Хуниорс,нападающий,88,46
Россия,Calvin Sandoval,Краснодар,нападающий,95,33
Германия,Heather Reynolds,РБ Лейпциг,полузащитник,13,22
Англия,Kevin Rhodes,Манчестер Юнайтед,нападающий,106,50
Россия,Aaron Smith,Краснодар,нападающий,126,46
Россия,Philip Monroe,Спартак,нападающий,58,47
Португалия,Terry Sanchez,Спортинг,нападающий,14,26
Нидерланды,Norma Warner,ПСВ,защитник,109,12
Португалия,Cheyenne Rose,Спортинг,полузащитник,69,10
Испания,Jamie Miller,Атлетико Мадрид,нападающий,9,36
Италия,Michael Gates,Милан,полузащитник,147,30
Россия,Timothy Reilly,Спартак,защитник,136,11
Бразилия,Matthew Allen,Коринтианс,нападающий,28,31
Португалия,Kenneth Morrow,Бенфика,полузащитник,37,18
Аргентина,Marcus Sawyer,Бока Хуниорс,защитник,101,19
Италия,Belinda Carter,Ювентус,нападающий,10,43
Россия,Sherry Espinoza,Краснодар,вратарь,12,-38
Италия,Tracy Leon,Ювентус,нападающий,6,16
Португалия,Cole Ferguson,Бенфика,полузащитник,52,12
Франция,Richard Frost,Лион,защитник,71,6
Португалия,Kevin Rios,Порту,защитник,94,9
Франция,Cathy Kelley,Олимпик Марсель,нападающий,37,41
Испания,Alex Conner,Реал Мадрид,нападающий,43,36
Португалия,Greg Davis,Бенфика,нападающий,65,44
Бразилия,Joanna Lyons,Палмейрас,нападающий,100,14
Испания,Heidi Smith,Реал Мадрид,полузащитник,131,11
Португалия,Justin Scott,Спортинг,защитник,148,8
Аргентина,Antonio Smith,Ривер Плейт,вратарь,146,-7
Аргентина,Devin Davis,Ривер Плейт,защитник,27,7
Россия,Alexis Moore,Спартак,нападающий,129,13
Германия,Eddie Boone,РБ Лейпциг,полузащитник,63,25
Нидерланды,Patricia Boyer,Фейеноорд,нападающий,126,18
Нидерланды,Jonathan Perez,Аякс,нападающий,60,39
Франция,Matthew Peterson,Олимпик Марсель,полузащитник,11,5
Нидерланды,Cynthia Decker,ПСВ,вратарь,109,-18
Аргентина,Terri Marshall,Бока Хуниорс,полузащитник,99,20
Франция,Jennifer Roberts,Лион,вратарь,86,0
Италия,Amy Clay DVM,Милан,вратарь,21,-10
Португалия,Paul Lopez,Бенфика,защитник,119,6
Бразилия,Tyler Montes,Палмейрас,нападающий,69,45
Германия,Travis Smith,Бавария,полузащитник,14,20
Россия,Joseph Robinson,Локомотив,полузащитник,36,22
Англия,Christopher Harper,Ливерпуль,защитник,63,10
Нидерланды,Donald Lane,Фейеноорд,нападающий,71,29
Аргентина,Lindsay Lee,Ривер Плейт,нападающий,113,16
Германия,Angela Lyons,РБ Лейпциг,полузащитник,131,9
Португалия,Kayla Maldonado,Бенфика,защитник,115,11
Аргентина,Miguel Salazar,Бока Хуниорс,защитник,147,0
Франция,Daniel Clark,Лион,нападающий,46,16
Италия,Caitlin Gordon,Интер,нападающий,112,29
Франция,Jaclyn Vasquez,Лион,нападающий,57,22
Италия,Robert Saunders,Ювентус,защитник,19,17
Франция,Lisa Fritz,Олимпик Марсель,полузащитник,20,18
Аргентина,Jennifer Parrish,Бока Хуниорс,защитник,109,19
Германия,Andrew Thomas,Боруссия Дортмунд,нападающий,117,25
Бразилия,Julie Thompson,Фламенго,защитник,2,10
Германия,Kristi Stone,Бавария,защитник,54,13
Испания,Kathleen Haynes,Реал Мадрид,защитник,144,4
Италия,Jaclyn Hernandez,Ювентус,нападающий,9,37
Франция,Vanessa Watts,Олимпик Марсель,защитник,89,1
Бразилия,Stephanie Vaughn,Сантос,полузащитник,17,24
Англия,Marilyn Brock,Челси,защитник,101,10
Россия,Lisa Hines,Зенит,нападающий,43,50
Бразилия,Sean Lowe,Коринтианс,нападающий,109,20
Португалия,Melissa Faulkner,Порту,нападающий,26,31
Аргентина,Victoria Morton,Бока Хуниорс,нападающий,137,16
Франция,Katherine Scott,ПСЖ,полузащитник,69,9
Италия,Brian Higgins,Милан,полузащитник,23,13
Италия,Michael Turner,Ювентус,нападающий,38,26
Италия,Debbie Gardner,Интер,полузащитник,97,10
Нидерланды,Dominique Fields,Фейеноорд,полузащитник,77,10
Англия,Dominique Carter,Манчестер Юнайтед,вратарь,46,-46
Аргентина,Larry Phillips,Бока Хуниорс,полузащитник,109,20
Германия,Kathleen Hayes,РБ Лейпциг,полузащитник,32,24
Италия,Mark Carr,Интер,защитник,29,1
Франция,Eric Davis,Лион,полузащитник,79,17
Англия,Jennifer Martinez,Манчестер Юнайтед,полузащитник,18,14
